melody_id,pitch,filename,path
18,"[65, 67, 70, 72, 74, 72, 70, 69, 70, 72, 74, 65, 67, 70, 72, 70, 65, 67, 70, 72, 74, 72, 70, 69, 70, 72, 74, 65, 67, 70, 72, 70, 75, 74, 75, 77, 75, 74, 72, 74, 72, 74, 75, 74, 72, 70, 72, 70, 72, 74, 75, 74, 72, 70, 70, 72, 67, 70, 67, 65, 77, 75, 74, 72, 70, 69, 70, 69, 70, 72, 74, 65, 67, 70, 72, 70]",eire01.krn,../data/essen_unique/europa/misc/eire01.krn
19,"[72, 72, 69, 72, 70, 67, 72, 72, 69, 72, 70, 67, 65, 65, 67, 65, 65, 67, 65, 65, 67, 65, 65, 67, 65, 69, 69, 71, 71, 72, 72, 72, 69, 72, 70, 67, 72, 72, 69, 72, 70, 67, 65, 65, 67, 65, 65, 67, 65, 65, 67, 65, 65, 67, 65, 69, 69, 71, 71, 74, 72, 72, 69, 69, 70, 67, 67, 72, 69, 69, 70, 67, 67, 72, 69, 65, 65, 72, 70, 69, 69, 67, 65, 64, 62, 60, 72, 69, 65, 64, 67, 65, 65, 65, 64, 67, 67, 64, 65, 69, 69, 65, 64, 67, 67, 64, 65, 69, 69, 72, 71, 72, 69, 64, 65, 65]",oberhas1.krn,../data/essen_unique/europa/misc/oberhas1.krn
20,"[58, 57, 58, 60, 62, 60, 58, 57, 57, 58, 57, 55, 57, 58, 60, 62, 62, 63, 62, 60, 62, 60, 59, 60]",brabant1.krn,../data/essen_unique/europa/misc/brabant1.krn
21,"[62, 67, 69, 71, 69, 67, 74, 72, 71, 69, 71, 67, 69, 71, 67, 69, 71, 67, 69, 62, 74, 67, 69, 71, 69, 74, 67, 69, 71, 69, 67, 71, 71, 67, 69, 69, 67, 71, 71, 67, 69, 69, 67, 69, 62, 62, 62, 67, 69, 71, 69, 67, 74, 72, 71, 69, 74, 72, 71, 69, 69, 74, 71, 72, 69, 74, 72, 71, 69, 69, 72, 72, 71, 71, 67, 69, 67, 66, 67, 74, 76, 74, 74, 76, 74, 74, 74, 72, 71, 67, 67, 69, 71, 69, 69, 71, 69, 71, 69, 69, 62, 62, 71, 67, 67, 69, 62, 62, 71, 67, 67, 69, 62, 62, 62, 67, 69, 67, 71, 69, 67, 74, 72, 69, 71, 67, 67, 71, 67, 71, 74, 72, 69, 69, 62, 67, 69, 67, 71, 69, 67, 74, 72, 69, 71, 67, 67]",siebethl.krn,../data/essen_unique/europa/misc/siebethl.krn
22,"[62, 62, 64, 65, 67, 69, 69, 67, 69, 72, 70, 69, 68, 69, 69, 69, 69, 74, 72, 70, 69, 68, 69, 69, 69, 72, 72, 70, 69, 69, 67, 65, 64, 65, 67, 69, 67, 65, 62, 69, 65, 64, 62, 61, 62]",suomi01.krn,../data/essen_unique/europa/misc/suomi01.krn
23,"[69, 71, 72, 69, 64, 69, 71, 69, 69, 71, 72, 69, 64, 69, 71, 69, 69, 72, 71, 67, 64, 67, 69, 67, 67, 69, 71, 67, 66, 64, 66, 64, 60, 62, 64, 64, 65, 67, 69, 67, 69, 69, 64, 64, 69, 71, 72, 71, 69, 71, 72, 69, 64, 69, 71, 69]",vlaandr1.krn,../data/essen_unique/europa/misc/vlaandr1.krn
24,"[67, 69, 71, 72, 74, 72, 71, 76, 76, 76, 74, 72, 72, 69, 71, 71, 67, 69, 69, 65, 67, 67, 69, 71, 72, 74, 72, 71, 76, 76, 76, 74, 72, 72, 69, 71, 71, 67, 69, 69, 65, 67, 74, 74, 71, 72, 72, 69, 71, 71, 67, 69, 62, 74, 74, 71, 72, 72, 69, 71, 71, 67, 69, 62, 67, 69, 71, 72, 74, 72, 71, 72, 79, 74, 74, 76, 74, 76, 74, 72, 72, 69, 71, 71, 67, 69, 69, 66, 67]",vlaandr2.krn,../data/essen_unique/europa/misc/vlaandr2.krn
25,"[68, 70, 68, 73, 73, 73, 73, 78, 78, 72, 68, 70, 68, 72, 72, 72, 70, 72, 77, 77, 73, 68, 70, 72, 73, 75, 77, 75, 73, 72, 78, 77, 75, 73, 72, 70, 68, 80, 80, 80, 78, 72, 73, 68, 70, 72, 73, 65, 68, 73, 77, 78, 77, 75, 73, 72, 70, 68, 63, 70, 68, 68, 66, 65, 68, 70, 72, 73, 65, 68, 73, 77, 78, 77, 75, 73, 72, 70, 68, 63, 70, 68, 61, 56, 58, 60, 61, 65, 68, 73, 77, 78, 77, 78, 77, 75, 78, 77, 78, 77, 75, 77, 75, 77, 75, 73, 61, 65, 68, 73, 77, 80, 82, 80, 78, 77, 75, 73, 72, 70, 68, 63, 70, 68, 61, 73]",steier09.krn,../data/essen_unique/europa/misc/steier09.krn
26,"[57, 55, 54, 55, 57, 59, 61, 62, 59, 64, 67, 66, 64, 62, 61, 71, 69, 67, 66, 62, 57, 55, 54, 55, 57, 59, 61, 62, 59, 64, 67, 66, 64, 62, 61, 71, 69, 67, 61, 62, 57, 62, 61, 67, 57, 61, 62, 66, 57, 62, 61, 67, 57, 61, 62, 66, 57, 62, 61, 59, 57, 49, 52, 57, 61, 66, 64, 62, 61, 59, 62, 55, 59, 49, 52, 50]",steier08.krn,../data/essen_unique/europa/misc/steier08.krn
27,"[62, 62, 67, 67, 71, 71, 71, 74, 76, 74, 71, 71, 71, 74, 72, 69, 69, 69, 71, 79, 83, 62, 62, 67, 67, 69, 71, 71, 72, 74, 76, 74, 71, 71, 71, 74, 72, 69, 69, 69, 71, 67, 69, 69, 69, 67, 66, 64, 62, 69, 69, 67, 66, 64, 62, 69, 69, 74, 74, 66, 69, 69, 67, 64, 66, 62, 62, 62, 67, 67, 71, 69, 71, 72, 74, 76, 74, 71, 72, 71, 74, 72, 69, 69, 69, 71, 79, 83, 71, 71, 74, 72, 69, 69, 69, 71, 71, 74, 72, 69, 72, 81, 69, 72, 76, 74, 71, 83, 79, 71, 74, 72, 69, 72, 81, 69, 72, 76, 74, 71, 83, 79, 74, 83, 79, 79, 74, 83, 74, 79, 79, 74, 83, 74, 79, 74, 83, 74, 79, 74, 86, 83, 79]",appenzel.krn,../data/essen_unique/europa/misc/appenzel.krn
28,"[62, 67, 66, 67, 69, 70, 69, 67, 65, 70, 70, 74, 74, 72, 74, 72, 70, 74, 74, 72, 72, 70, 70, 69, 69, 70, 72, 74, 75, 74, 72, 70, 69, 67]",juedisch.krn,../data/essen_unique/europa/misc/juedisch.krn
29,"[57, 62, 66, 69, 69, 69, 71, 69, 68, 69, 69, 66, 67, 69, 66, 69, 71, 69, 68, 69, 62, 64, 66, 67, 64, 64, 66, 69, 69, 71, 69, 69, 67, 66, 66, 64, 62, 64, 66, 67, 64, 67, 66, 69, 66, 62, 64, 66, 67, 64, 61, 62]",belgium1.krn,../data/essen_unique/europa/misc/belgium1.krn
30,"[62, 62, 62, 67, 70, 69, 67, 66, 69, 70, 72, 74, 72, 70, 69, 67, 62, 62, 62, 67, 70, 69, 67, 66, 69, 70, 72, 74, 72, 70, 69, 67, 74, 74, 74, 74, 69, 70, 67, 69, 62, 67, 70, 69, 72, 70, 69, 67, 74, 74, 74, 74, 69, 70, 67, 69, 62, 67, 70, 69, 72, 70, 69, 67]",deut5150.krn,../data/essen_unique/europa/deutschl/test/deut5150.krn
31,"[74, 74, 74, 73, 74, 76, 74, 71, 74, 74, 74, 73, 74, 76, 74, 69, 71, 71, 71, 67, 69, 71, 69, 67, 66, 66, 66, 69, 69, 64, 66, 67, 69, 71, 73, 74, 73, 71, 69, 69, 66, 62, 69, 69, 69, 59, 59, 62, 62]",deut5151.krn,../data/essen_unique/europa/deutschl/test/deut5151.krn
32,"[59, 64, 66, 67, 66, 64, 71, 66, 69, 67, 66, 64, 63, 64, 66, 59, 71, 71, 67, 66, 64, 76, 72, 69, 67, 66, 64, 66, 64, 63, 64]",deut5147.krn,../data/essen_unique/europa/deutschl/test/deut5147.krn
33,"[60, 69, 69, 69, 69, 67, 67, 67, 65, 65, 60, 70, 70, 70, 70, 69, 72, 69, 69, 67, 60, 72, 72, 72, 72, 70, 70, 69, 72, 70, 69, 67, 65, 65, 65, 69, 67, 67, 65, 67, 70, 69, 69, 69, 72, 70, 69, 67, 65]",deut5153.krn,../data/essen_unique/europa/deutschl/test/deut5153.krn
34,"[76, 74, 72, 64, 69, 67, 65, 62, 69, 67, 65, 62, 69, 67, 64, 60, 76, 74, 72, 64, 69, 67, 65, 62, 67, 69, 71, 72, 77, 76, 74, 76, 74, 72, 67, 69, 71, 72, 71, 72, 74, 76, 77, 76, 74, 76, 74, 72, 67, 69, 71, 72]",deut5157.krn,../data/essen_unique/europa/deutschl/test/deut5157.krn
35,"[65, 65, 65, 65, 62, 60, 67, 69, 67, 65, 64, 62, 60, 65, 65, 65, 65, 62, 60, 67, 69, 67, 65, 64, 62, 60, 60, 65, 65, 64, 64, 65, 67, 67, 67, 67, 69, 65, 67, 67, 72, 70, 69, 67, 65, 70, 70, 69, 67, 65, 64, 65]",deut4306.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4306.krn
36,"[67, 67, 69, 70, 72, 70, 69, 67, 67, 70, 70, 72, 74, 69, 70, 72, 74, 74, 77, 74, 77, 74, 74, 72, 70, 69, 65, 70, 72, 69, 67, 70, 72, 74, 72, 70, 69, 67, 69, 70, 70, 69, 67]",deut4312.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4312.krn
37,"[60, 65, 65, 67, 67, 69, 67, 69, 67, 65, 72, 70, 69, 67, 65, 69, 67, 65, 60, 65, 65, 67, 67, 69, 67, 69, 67, 65, 72, 70, 69, 67, 65, 69, 67, 65, 65, 72, 72, 70, 70, 69, 67, 69, 65, 70, 69, 69, 67, 65, 67, 69, 67, 69, 65, 69, 67, 65, 69, 67, 65, 65, 62, 64, 65, 62, 64, 65, 67, 64, 65, 67, 69, 65, 67, 69, 70, 67, 69, 65, 65, 64, 65]",deut4138.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4138.krn
38,"[62, 67, 67, 67, 67, 69, 71, 72, 72, 72, 72, 72, 74, 72, 71, 69, 67, 67, 67, 67, 62]",deut4104.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4104.krn
39,"[74, 74, 74, 69, 71, 72, 71, 69, 67, 69, 72, 69, 67, 69, 67, 67, 65, 69, 69, 69, 67, 65, 64, 62, 60, 60, 65, 67, 69, 65, 67, 67, 69, 67, 69, 71, 72, 69, 71, 72, 72, 69, 72, 74, 76, 69, 72, 74, 76, 74]",deut4110.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4110.krn
40,"[69, 70, 67, 70, 72, 74, 74, 74, 72, 69, 70, 67, 69, 67, 69, 74, 72, 72, 67, 67, 65, 70, 69, 67, 65, 67, 65, 64, 62, 67, 65, 64, 62, 60, 72, 69, 65, 67, 65, 64, 62, 62]",deut4272.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4272.krn
41,"[67, 67, 74, 71, 67, 69, 74, 76, 74, 73, 74, 74, 71, 72, 74, 74, 72, 71, 69, 67, 71, 72, 74, 74, 72, 71, 69, 67, 71, 72, 74, 72, 71, 67, 69, 67]",deut4266.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4266.krn
42,"[72, 72, 74, 76, 77, 77, 76, 74, 77, 72, 69, 70, 69, 67, 65, 72, 72, 74, 76, 77, 77, 76, 74, 77, 72, 69, 70, 69, 67, 65, 69, 72, 69, 65, 69, 70, 72, 72, 72, 77, 76, 74, 76, 74, 72, 72, 72, 77, 76, 74, 76, 74, 72, 70, 69, 69, 67, 69, 72, 70, 69, 67, 65, 69, 72, 69, 65, 69, 70, 72, 72, 72, 77, 76, 74, 76, 74, 72, 72, 72, 77, 76, 74, 76, 74, 72, 70, 69, 69, 67, 69, 72, 70, 69, 67, 65, 65, 65, 67, 69, 65, 65, 67, 69, 69, 72, 70, 69, 70, 69, 67, 65]",deut4299.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4299.krn
43,"[67, 67, 67, 67, 67, 67, 69, 71, 72, 72, 74, 74, 72, 67, 69, 71, 72, 72, 74, 74, 72, 67, 69, 67, 65, 65, 69, 70, 72, 72, 70, 67, 70, 69, 67, 69, 67, 66, 67]",deut4298.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4298.krn
44,"[65, 67, 69, 70, 72, 70, 67, 69, 70, 70, 72, 72, 77, 76, 74, 72, 74, 77, 72, 70, 72, 74, 72, 72, 70, 69, 70, 67, 65]",deut4267.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4267.krn
45,"[67, 70, 70, 72, 72, 74, 74, 72, 74, 72, 70, 72, 74, 74, 74, 72, 71, 72, 72, 74, 74, 72, 70, 70, 69, 67, 69, 70, 67, 69, 74, 74, 74, 70, 74, 72, 70, 72, 74, 70, 69, 67, 70, 74, 72, 70, 69, 67, 69, 67]",deut4273.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4273.krn
46,"[69, 69, 69, 67, 69, 65, 64, 62, 69, 72, 74, 69, 71, 72, 69, 69, 69, 69, 67, 69, 65, 64, 62, 69, 72, 74, 69, 71, 72, 69, 72, 72, 72, 69, 65, 67, 67, 65, 69, 69, 69, 67, 69, 65, 64, 62, 69, 69, 67, 69, 71, 72, 69, 67, 74, 76, 74, 69, 72, 71, 69]",deut4111.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4111.krn
47,"[65, 65, 65, 64, 62, 69, 69, 65, 69, 69, 69, 67, 65, 65, 65, 65, 64, 62, 69, 69, 65, 69, 69, 69, 67, 65, 65, 65, 69, 69, 67, 64, 62, 69, 67, 67, 64, 62, 60, 65, 65, 65, 64, 62, 69, 70, 72, 70, 69, 67, 65, 64, 62]",deut4105.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4105.krn
48,"[62, 67, 69, 67, 69, 74, 71, 69, 74, 72, 71, 69, 67, 69, 71, 67, 62, 67, 69, 67, 69, 74, 71, 69, 74, 72, 71, 69, 67, 69, 71, 67, 71, 62, 67, 69, 71, 72, 74, 76, 74, 72, 71, 69, 67, 69, 71, 72, 74, 76, 74, 72, 71, 69, 62, 67, 69, 67, 69, 74, 71, 69, 74, 72, 71, 69, 67, 69, 71, 67]",deut4139.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4139.krn
49,"[67, 67, 69, 70, 72, 69, 67, 74, 70, 74, 72, 70, 69, 67, 67, 69, 70, 72, 69, 67, 74, 70, 74, 72, 70, 69, 74, 70, 74, 72, 70, 69, 67, 70, 72, 74, 70, 72, 69, 67]",deut4313.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4313.krn
50,"[60, 60, 60, 64, 64, 67, 67, 67, 67, 69, 72, 71, 67, 69, 67, 69, 67, 67, 69, 72, 71, 69, 67, 65, 64, 64, 67, 67, 64, 62, 60, 60]",deut4307.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4307.krn
51,"[67, 67, 69, 71, 72, 74, 74, 74, 76, 74, 71, 72, 74, 72, 71, 74, 72, 71, 69, 72, 71, 69, 67, 71, 69, 67, 67, 69, 69, 67]",deut4339.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4339.krn
52,"[67, 70, 70, 72, 70, 72, 74, 72, 74, 70, 72, 74, 75, 74, 72, 70, 70, 70, 72, 74, 74, 72, 70, 69, 67, 65, 67, 69, 70, 72, 70, 69, 67]",deut4311.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4311.krn
53,"[65, 65, 65, 65, 62, 60, 67, 69, 67, 65, 64, 62, 60, 62, 60, 65, 65, 65, 64, 60, 65, 67, 67, 67, 69, 69, 67, 65, 67, 72, 70, 69, 67, 65, 70, 67, 69, 67, 65, 64, 65]",deut4305.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4305.krn
54,"[72, 72, 72, 71, 72, 74, 72, 71, 71, 72, 74, 76, 72, 74, 72, 71, 69, 67, 69, 67, 67, 67, 69, 71, 72, 71, 71, 69, 67, 69, 67, 64, 69, 69, 69, 69, 69, 67, 64, 60, 60, 67, 69, 71, 72, 74, 74, 72, 72, 71, 69, 67, 67, 60, 62, 64, 65, 67, 65, 64, 62, 60]",deut4113.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4113.krn
55,"[77, 77, 77, 76, 74, 77, 74, 72, 69, 72, 74, 72, 65, 69, 67, 65, 77, 77, 77, 76, 74, 77, 74, 72, 69, 72, 74, 72, 65, 69, 67, 65, 69, 69, 69, 70, 69, 69, 69, 65, 72, 76, 77, 79, 77, 76, 76, 74, 72, 74, 72, 72, 76, 72, 74, 72, 72, 72, 69, 65, 69, 70, 72, 70, 69, 69, 67, 65, 67, 65, 72, 72, 72, 74, 76, 77, 79, 65]",deut4107.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4107.krn
56,"[72, 72, 72, 72, 72, 71, 69, 71, 69, 69, 74, 74, 72, 71, 69, 67, 72, 72, 72, 72, 72, 71, 69, 72, 71, 69, 67, 69, 65, 64, 64, 69, 69, 69, 69, 67, 72, 71, 72, 72, 67, 69, 71, 74, 72, 71, 69, 67, 64, 69, 67, 64]",deut4098.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4098.krn
57,"[82, 82, 82, 82, 81, 79, 82, 81, 77, 79, 74, 82, 82, 82, 82, 81, 79, 82, 81, 77, 79, 74, 79, 77, 79, 77, 74, 70, 74, 77, 79, 77, 74]",deut4259.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4259.krn
58,"[65, 65, 72, 69, 65, 72, 74, 72, 72, 69, 70, 72, 72, 70, 69, 65, 67, 67, 65, 69, 69, 69, 69, 70, 72, 72, 70, 69, 67, 69, 65, 67, 69, 72, 70, 69, 65, 69, 67, 67, 65, 65]",deut4265.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4265.krn
59,"[67, 67, 67, 74, 72, 74, 72, 70, 69, 70, 72, 72, 72, 72, 72, 74, 72, 70, 69, 67, 74, 74, 72, 70, 69, 72, 69, 65, 67, 65, 69, 70, 69, 67, 70, 72, 74, 74, 67, 69, 70, 72, 74, 72, 70, 72, 69, 67]",deut4271.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4271.krn
60,"[62, 62, 69, 64, 65, 67, 69, 65, 64, 62, 62, 69, 71, 72, 71, 69, 68, 69, 69, 74, 71, 72, 69, 67, 65, 64, 64, 62, 69, 64, 65, 67, 69, 65, 64, 62, 62, 61, 62, 64, 65, 69, 67, 65, 64, 62, 69, 69, 69, 67, 69, 65, 64, 62]",deut4270.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4270.krn
61,"[72, 72, 74, 72, 70, 69, 67, 65, 65, 69, 70, 72, 67, 69, 70, 72, 69, 70, 72, 74, 72, 70, 69, 70, 69, 67, 69, 70, 72, 72, 71, 72]",deut4264.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4264.krn
62,"[72, 72, 72, 72, 74, 72, 70, 70, 69, 67, 65, 72, 72, 72, 72, 74, 70, 70, 74, 74, 75, 74, 72, 72, 72, 72, 72, 77, 72, 74, 74, 72, 72, 70, 72, 72, 72, 74, 72, 69, 70, 70, 67, 67, 65, 70, 72, 74, 75, 72, 71, 72]",deut4258.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4258.krn
63,"[77, 77, 77, 77, 77, 76, 74, 74, 76, 77, 79, 77, 76, 74, 72, 72, 72, 74, 76, 74, 76, 77, 72, 65, 76, 74, 72, 69, 70, 67, 65, 65, 69, 70, 72, 74, 72, 70, 69, 67, 69, 65, 72, 74, 76, 77, 79, 77, 76, 72, 77, 76, 74, 72, 69, 70, 67, 65]",deut4099.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4099.krn
64,"[62, 62, 62, 69, 71, 72, 71, 69, 69, 72, 71, 69, 67, 69, 65, 64, 62, 65, 67, 69, 67, 65, 67, 64, 62, 60, 62, 60, 60, 65, 67, 69, 67, 72, 70, 69, 67, 65, 67, 67, 65, 62, 64, 65, 67, 65, 64, 65, 62, 60, 60, 65, 67, 69, 71, 72, 71, 69, 67, 65, 67, 64, 62]",deut4106.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4106.krn
65,"[72, 72, 72, 71, 72, 74, 72, 71, 67, 72, 74, 76, 74, 72, 69, 67, 74, 72, 72, 71, 67, 69, 67, 64, 69, 69, 69, 67, 64, 67, 64, 60, 60, 67, 69, 71, 72, 74, 72, 71, 72, 71, 72, 71, 69, 67, 72, 71, 69, 67, 65, 64, 62, 60]",deut4112.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4112.krn
66,"[74, 74, 74, 77, 77, 76, 74, 77, 76, 74, 72, 71, 69, 76, 77, 77, 74, 74, 72, 69, 72, 69, 67, 65, 64, 62, 62, 65, 64, 65, 67, 69, 62, 74, 72, 74, 76, 77, 76, 74, 72, 71, 69, 72, 69, 67, 65, 64, 62]",deut4304.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4304.krn
67,"[67, 70, 70, 72, 70, 72, 74, 72, 74, 70, 72, 74, 75, 74, 72, 70, 70, 70, 72, 74, 74, 72, 70, 69, 67, 65, 67, 69, 70, 72, 70, 69, 67]",deut4310.krn,../data/essen_unique/europa/deutschl/altdeu2/deut4310.krn
